ID,COUNTRY_NAME,ISO2,SITE_NAME,LATITUDE,LONGITUDE,VECTOR_SPECIES_COMPLEX,VECTOR_SPECIES,STAGE,YEAR_START,MONTH_START,YEAR_END,MONTH_END,SAMPLING_METHOD,MOSQUITO_NUMBER,BREEDING_HABITAT,ID_METHOD,CITATION,CITATION_URL,DATA_CURATOR,INVASIVE_STATUS
734,India,IN,Kanjari,22.612400,72.918200,An. stephensi,Not available,NR,,NR,NR,NR,Not available,Not available,Not available,morphology,"Haq, S and Yadav, RS. (2011).  Geographical distribution and evaluation of mosquito larvivorous potential of  Aphanius dispar (RÃ¼ppell), a native fish of Gujarat, India. Journal of Vector Borne Diseases, 48(4):236-40",http://www.mrcindia.org/journal/issues/484236.pdf,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
735,India,IN,JJR Nagar,12.965900,77.550600,An. stephensi,Not available,NR,2008,SEPTEMBER,2009,FEBRUARY,Not available,12,Not available,morphology,"Islam, MN, Zulkifle, M, Sherwani, AM, Ghosh, SK and Tiwari, S. (2011).  Prevalence of malaria, dengue, and chikungunya significantly associated with mosquito breeding sites. The Journal of IMA / Islamic Medical Association of North America, 43(2):58-67",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3516059/,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
736,India,IN,Melvisharam,12.939700,79.239700,An. stephensi,Not available,NR,,NR,NR,NR,Not available,Not available,Not available,morphology,"Jayaseelan, C, Rahuman, AA, Rajakumar, G, Santhoshkumar, T, Kirthi, AV, Marimuthu, S, Bagavan, A, Kamaraj, C, Zahir, AA, Elango, G, Velayutham, K, Rao, KV, Karthik, L and Raveendran, S. (2012).  Efficacy of plant-mediated synthesized silver nanoparticles against hematophagous parasites. Parasitology Research, 111(2):921-33",https://www.ncbi.nlm.nih.gov/pubmed/21638210,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
737,India,IN,Kuthirapanchan,8.341900,77.537200,An. stephensi,Not available,NR,2013,AUGUST,2014,JULY,Not available,Not available,Not available,morphology,"Anbalagan, S, Arunprasanna, V, Kannan, M, Dinakaran, S and Krishnan, M. (2015).  Spatio-temporal dynamics of mosquitoes in stream pools of a biosphere reserve of Southern Western Ghats, India. Acta Tropica, 152(1):228-36",https://www.ncbi.nlm.nih.gov/pubmed/26434940,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
738,India,IN,Keeriparai,8.383300,77.416100,An. stephensi,Not available,NR,2013,AUGUST,2014,JULY,Not available,Not available,Not available,morphology,"Anbalagan, S, Arunprasanna, V, Kannan, M, Dinakaran, S and Krishnan, M. (2015).  Spatio-temporal dynamics of mosquitoes in stream pools of a biosphere reserve of Southern Western Ghats, India. Acta Tropica, 152(1):228-36",https://www.ncbi.nlm.nih.gov/pubmed/26434940,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
739,India,IN,Nambiyar,8.440500,77.531400,An. stephensi,Not available,NR,2013,AUGUST,2014,JULY,Not available,Not available,Not available,morphology,"Anbalagan, S, Arunprasanna, V, Kannan, M, Dinakaran, S and Krishnan, M. (2015).  Spatio-temporal dynamics of mosquitoes in stream pools of a biosphere reserve of Southern Western Ghats, India. Acta Tropica, 152(1):228-36",https://www.ncbi.nlm.nih.gov/pubmed/26434940,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
740,India,IN,Manimutharu,8.621400,77.400000,An. stephensi,Not available,NR,2013,AUGUST,2014,JULY,Not available,Not available,Not available,morphology,"Anbalagan, S, Arunprasanna, V, Kannan, M, Dinakaran, S and Krishnan, M. (2015).  Spatio-temporal dynamics of mosquitoes in stream pools of a biosphere reserve of Southern Western Ghats, India. Acta Tropica, 152(1):228-36",https://www.ncbi.nlm.nih.gov/pubmed/26434940,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
741,India,IN,Agasthiar falls,8.705300,77.350000,An. stephensi,Not available,NR,2013,AUGUST,2014,JULY,Not available,Not available,Not available,morphology,"Anbalagan, S, Arunprasanna, V, Kannan, M, Dinakaran, S and Krishnan, M. (2015).  Spatio-temporal dynamics of mosquitoes in stream pools of a biosphere reserve of Southern Western Ghats, India. Acta Tropica, 152(1):228-36",https://www.ncbi.nlm.nih.gov/pubmed/26434940,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
742,India,IN,Madathra,8.751700,77.027200,An. stephensi,Not available,NR,2013,AUGUST,2014,JULY,Not available,Not available,Not available,morphology,"Anbalagan, S, Arunprasanna, V, Kannan, M, Dinakaran, S and Krishnan, M. (2015).  Spatio-temporal dynamics of mosquitoes in stream pools of a biosphere reserve of Southern Western Ghats, India. Acta Tropica, 152(1):228-36",https://www.ncbi.nlm.nih.gov/pubmed/26434940,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
743,India,IN,Five falls,8.932800,77.238300,An. stephensi,Not available,NR,2013,AUGUST,2014,JULY,Not available,Not available,Not available,morphology,"Anbalagan, S, Arunprasanna, V, Kannan, M, Dinakaran, S and Krishnan, M. (2015).  Spatio-temporal dynamics of mosquitoes in stream pools of a biosphere reserve of Southern Western Ghats, India. Acta Tropica, 152(1):228-36",https://www.ncbi.nlm.nih.gov/pubmed/26434940,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
744,India,IN,Chinnakuttalam,8.974900,77.184400,An. stephensi,Not available,NR,2013,AUGUST,2014,JULY,Not available,Not available,Not available,morphology,"Anbalagan, S, Arunprasanna, V, Kannan, M, Dinakaran, S and Krishnan, M. (2015).  Spatio-temporal dynamics of mosquitoes in stream pools of a biosphere reserve of Southern Western Ghats, India. Acta Tropica, 152(1):228-36",https://www.ncbi.nlm.nih.gov/pubmed/26434940,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
745,India,IN,Kulathupuzha,8.905200,77.058100,An. stephensi,Not available,NR,2013,AUGUST,2014,JULY,Not available,Not available,Not available,morphology,"Anbalagan, S, Arunprasanna, V, Kannan, M, Dinakaran, S and Krishnan, M. (2015).  Spatio-temporal dynamics of mosquitoes in stream pools of a biosphere reserve of Southern Western Ghats, India. Acta Tropica, 152(1):228-36",https://www.ncbi.nlm.nih.gov/pubmed/26434940,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
746,India,IN,Kallada river,8.968800,77.097900,An. stephensi,Not available,NR,2013,AUGUST,2014,JULY,Not available,Not available,Not available,morphology,"Anbalagan, S, Arunprasanna, V, Kannan, M, Dinakaran, S and Krishnan, M. (2015).  Spatio-temporal dynamics of mosquitoes in stream pools of a biosphere reserve of Southern Western Ghats, India. Acta Tropica, 152(1):228-36",https://www.ncbi.nlm.nih.gov/pubmed/26434940,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
747,India,IN,National Institute of Communicable Disease Centre,11.296200,76.941400,An. stephensi,Not available,NR,,NR,NR,NR,Not available,Not available,Not available,morphology,"Anbu, P, Murugan, K, Madhiyazhagan, P, Dinesh, D, Subramaniam, J, Panneerselvam, C, Suresh, U, Alarfaj, AA, Munusamy, MA, Higuchi, A, Hwang, JS, Kumar, S, Nicoletti, M and Benelli, G. (2015).  Green-synthesised nanoparticles from Melia azedarach seeds and the cyclopoid crustacean Cyclops vernalis: an eco-friendly route to control the malaria vector  Anopheles stephensi?. Natural product research, NA(NA):1-8",https://www.ncbi.nlm.nih.gov/pubmed/26679526,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
748,India,IN,Pithai,22.892100,72.984200,An. stephensi,Not available,NR,2010,JULY,2010,JULY,Not available,Not available,Not available,morphology,"Haq, S and Srivastava, HC. (2013).  Efficacy of  Aphanius dispar (Ruppell) an indigenous larvivorous fish for vector control in domestic tanks under the Sardar Sarovar Narmada project command area in District Kheda, Gujarat. Journal of Vector Borne Diseases, 50(2):137-140",https://www.ncbi.nlm.nih.gov/pubmed/23995316,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
749,India,IN,Anara,22.906600,73.050400,An. stephensi,Not available,NR,2010,JULY,2010,JULY,Not available,Not available,Not available,morphology,"Haq, S and Srivastava, HC. (2013).  Efficacy of  Aphanius dispar (Ruppell) an indigenous larvivorous fish for vector control in domestic tanks under the Sardar Sarovar Narmada project command area in District Kheda, Gujarat. Journal of Vector Borne Diseases, 50(2):137-140",https://www.ncbi.nlm.nih.gov/pubmed/23995316,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
750,India,IN,Melvisharam,12.939700,79.239700,An. stephensi,Not available,NR,,NR,NR,NR,Not available,Not available,Not available,morphology,"Kamaraj, C, Abdul Rahman, A, Bagavan, A, Abduz Zahir, A, Elango, G, Kandan, P, Rajakumar, G, Marimuthu, S and Santhoshkumar, T. (2010).  Larvicidal efficacy of medicinal plant extracts against  Anopheles stephensi and  Culex quinquefasciatus (Diptera: Culicidae). Tropical Biomedicine, 27(2):211-219",https://www.ncbi.nlm.nih.gov/pubmed/20962718,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
751,Pakistan,PK,"Nuclear Institute for Food and Agriculture, Peshawar",34.015500,71.712900,An. stephensi,Not available,NR,2007,NR,2007,NR,Not available,Not available,Not available,morphology,"Khan, I, Farid, A and Zeb, A. (2013).  Development of inexpensive and globally available larval diet for rearing  Anopheles stephensi (Diptera: Culicidae) mosquitoes. Parasites & Vectors, 6(1):90",https://www.ncbi.nlm.nih.gov/pubmed/23570246,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
752,India,IN,National Centre for Disease Control field station,11.296200,76.941400,An. stephensi,Not available,NR,,NR,NR,NR,Not available,Not available,Not available,morphology,"Kovendan, K, Murugan, K, Prasanna Kumar, K, Panneerselvam, C, Mahesh Kumar, P, Amerasan, D, Subramaniam, J and Vincent, S. (2012).  Mosquitocidal properties of Calotropis gigantea (Family: Asclepiadaceae) leaf extract and bacterial insecticide,  Bacillus  thuringiensis, against the mosquito vectors. Parasitology Research, 111(2):531-44",https://www.ncbi.nlm.nih.gov/pubmed/22382205,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
753,India,IN,National Centre for Disease Control field station,11.296200,76.941400,An. stephensi,Not available,NR,,NR,NR,NR,Not available,Not available,Not available,morphology,"Kovendan, K, Murugan, K, Mahesh Kumar, P, Thiyagarajan, P and John William, S. (2013).  Ovicidal, repellent, adulticidal and field evaluations of plant extract against dengue, malaria and filarial vectors. Parasitology Research, 112(3):1205-19",https://www.ncbi.nlm.nih.gov/pubmed/23271569,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
754,India,IN,National Centre for Disease Control field station,11.296200,76.941400,An. stephensi,Not available,NR,,NR,NR,NR,Not available,Not available,Not available,morphology,"Kovendan, K, Murugan, K, Shanthakumar, SP, Vincent, S and Hwang, JS. (2012).  Larvicidal activity of Morinda citrifolia L. (Noni) (Family: Rubiaceae) leaf extract against  Anopheles stephensi,  Culex quinquefasciatus, and  Aedes aegypti. Parasitology Research, 111(4):1481-90",https://www.ncbi.nlm.nih.gov/pubmed/22740293,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
755,India,IN,National Centre for Disease Control field station,11.296200,76.941400,An. stephensi,Not available,NR,,NR,NR,NR,Not available,Not available,Not available,morphology,"Kovendan, K, Murugan, K and Vincent, S. (2012).  Evaluation of larvicidal activity of Acalypha alnifolia Klein ex Willd. (Euphorbiaceae) leaf extract against the malarial vector,  Anopheles stephensi, dengue vector,  Aedes aegypti and Bancroftian filariasis vector,  Culex quinquefasciatus (Diptera: Culicidae). Parasitology Research, 110(2):571-81",https://www.ncbi.nlm.nih.gov/pubmed/21748350,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
756,India,IN,National Centre for Disease Control field station,11.296200,76.941400,An. stephensi,Not available,NR,,NR,NR,NR,Not available,Not available,Not available,morphology,"Kovendan, K, Murugan, K, Vincent, S and Barnard, DR. (2012).  Mosquito larvicidal properties of Orthosiphon thymiflorus (Roth) Sleesen. (Family: Labiatae) against mosquito vectors,  Anopheles stephensi,  Culex quinquefasciatus and  Aedes aegypti (Diptera: Culicidae). Asian Pacific journal of tropical medicine, 5(4):299-305",https://www.ncbi.nlm.nih.gov/pubmed/22449522,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
757,India,IN,National Centre for Disease Control field station,11.296200,76.941400,An. stephensi,Not available,NR,,NR,NR,NR,Not available,Not available,Not available,morphology,"Kovendan, K, Murugan, K, Vincent, S and Barnard, DR. (2012).  Studies on larvicidal and pupicidal activity of Leucas aspera Willd. (Lamiaceae) and bacterial insecticide,  Bacillus sphaericus, against malarial vector,  Anopheles stephensi Liston. (Diptera: Culicidae). Parasitology Research, 110(1):195-203",https://www.ncbi.nlm.nih.gov/pubmed/21626422,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
758,India,IN,Bharathiar University,11.039100,76.876000,An. stephensi,Not available,NR,,NR,NR,NR,Not available,Not available,Not available,morphology,"Naresh Kumar, A, Murugan, K and Madhiyazhagan, P. (2013).  Integration of botanicals and microbials for management of crop and human pests. Parasitology Research, 112(1):313-25",https://www.ncbi.nlm.nih.gov/pubmed/23052771,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
759,India,IN,National Centre for Disease Control field station,11.296200,76.941400,An. stephensi,Not available,NR,,NR,NR,NR,Not available,Not available,Not available,morphology,"Mahesh Kumar, P, Kovendan, K and Murugan, K. (2013).  Integration of botanical and bacterial insecticide against  Aedes aegypti and  Anopheles stephensi. Parasitology Research, 112(2):761-71",https://www.ncbi.nlm.nih.gov/pubmed/23242266,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
760,India,IN,Melvisharam,12.939700,79.239700,An. stephensi,Not available,NR,,NR,NR,NR,Not available,Not available,Not available,morphology,"Loganathan, K, Kumar, G, Kirthi, AV, Rao, KV and Rahuman, AA. (2013).  Entomopathogenic marine actinomycetes as potential and low-cost biocontrol agents against bloodsucking arthropods. Parasitology Research, 112(11):3951-9",https://www.ncbi.nlm.nih.gov/pubmed/24013340,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
761,India,IN,Naihati,22.892800,88.421400,An. stephensi,Not available,NR,,NR,NR,NR,Not available,Not available,Not available,morphology,"Mandal, S. (2010).  Exploration of larvicidal and adult emergence inhibition activities of Ricinus communis seed extract against three potential mosquito vectors in Kolkata, India. Asian Pacific journal of tropical medicine, 3(8):605-609",https://www.sciencedirect.com/science/article/pii/S1995764510601472,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
762,India,IN,Ladpur,28.915000,77.032200,An. stephensi,Not available,NR,2006,NR,2006,NR,Not available,Not available,Not available,Not available,"Mehrunissa, A, Sharma, A, Parasher, H, Dhayal, D, Singh, OP, Nanda, N and Adak, T. (2013).  Comparative susceptibilities of species T and U of the  Anopheles fluviatilis complex to  Plasmodium vinckei petteri sporogony. Journal of Medical Entomology, 50(3):594-7",https://bioone.org/journals/Journal-of-Medical-Entomology/volume-50/issue-3/ME12161/Comparative-Susceptibilities-of-Species-T-and-U-of-the-Anopheles/10.1603/ME12161.short,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
763,India,IN,Sector 125,28.543700,77.331200,An. stephensi,Not available,NR,2006,JULY,2006,JULY,Not available,4,Not available,morphology,"Mittal, PK, Sreehari, U, Razdan, RK and Dash, AP. (2011).  Evaluation of the impact of ZeroFly®, an insecticide incorporated plastic sheeting on malaria incidence in two temporary labour shelters in India. Journal of Vector Borne Diseases, 48(3):138-43",https://www.ncbi.nlm.nih.gov/pubmed/21946712,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
764,India,IN,Sector 125,28.543700,77.331200,An. stephensi,Not available,NR,2006,JULY,2006,JULY,Not available,3,Not available,morphology,"Mittal, PK, Sreehari, U, Razdan, RK and Dash, AP. (2011).  Evaluation of the impact of ZeroFly®, an insecticide incorporated plastic sheeting on malaria incidence in two temporary labour shelters in India. Journal of Vector Borne Diseases, 48(3):138-43",,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
765,India,IN,Sector 125,28.543700,77.331200,An. stephensi,Not available,NR,2006,AUGUST,2007,JULY,Not available,0,Not available,morphology,"Mittal, PK, Sreehari, U, Razdan, RK and Dash, AP. (2011).  Evaluation of the impact of ZeroFly®, an insecticide incorporated plastic sheeting on malaria incidence in two temporary labour shelters in India. Journal of Vector Borne Diseases, 48(3):138-43",,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
766,India,IN,Sector 125,28.543700,77.331200,An. stephensi,Not available,NR,2006,AUGUST,2007,JULY,Not available,5,Not available,morphology,"Mittal, PK, Sreehari, U, Razdan, RK and Dash, AP. (2011).  Evaluation of the impact of ZeroFly®, an insecticide incorporated plastic sheeting on malaria incidence in two temporary labour shelters in India. Journal of Vector Borne Diseases, 48(3):138-43",,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
767,India,IN,Pacheria,28.800500,77.211600,An. stephensi,Not available,NR,2006,JULY,2006,SEPTEMBER,Not available,Not available,Not available,morphology,"Mittal, PK, Sreehari, U, Razdan, RK, Dash, AP and Ansari, MA. (2011).  Efficacy of Advanced Odomos repellent cream (N, N-diethyl-benzamide) against mosquito vectors. The Indian journal of medical research, 133(1):426-30",https://www.ncbi.nlm.nih.gov/pubmed/21537097,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
768,India,IN,National Centre for Disease Control field station,11.296200,76.941400,An. stephensi,Not available,NR,,NR,NR,NR,Not available,Not available,Not available,morphology,"Murugan, K, Kovendan, K, Vincent, S and Barnard, DR. (2012).  Biolarvicidal and pupicidal activity of Acalypha alnifolia Klein ex Willd. (Family: Euphorbiaceae) leaf extract and Microbial insecticide,  Metarhizium anisopliae (Metsch.) against malaria fever mosquito,  Anopheles stephensi Liston. (Diptera: Culicidae). Parasitology Research, 110(6):2263-70",https://www.ncbi.nlm.nih.gov/pubmed/22200954,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
769,India,IN,National Centre for Disease Control field station,11.296200,76.941400,An. stephensi,Not available,NR,,NR,NR,NR,Not available,Not available,Not available,morphology,"Murugan, K, Mahesh Kumar, P, Kovendan, K, Amerasan, D, Subrmaniam, J and Hwang, JS. (2012).  Larvicidal, pupicidal, repellent and adulticidal activity of Citrus sinensis orange peel extract against  Anopheles stephensi,  Aedes aegypti and  Culex quinquefasciatus (Diptera: Culicidae). Parasitology Research, 111(4):1757-69",https://www.ncbi.nlm.nih.gov/pubmed/22797605,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
770,India,IN,National Institute for Communicable Disease,11.296200,76.941400,An. stephensi,Not available,NR,,NR,NR,NR,Not available,Not available,Not available,morphology,"Murugan, K, Labeeba, MA, Panneerselvam, C, Dinesh, D, Suresh, U, Subramaniam, J, Madhiyazhagan, P, Hwang, JS, Wang, L, Nicoletti, M and Benelli, G. (2015).  Aristolochia indica green-synthesized silver nanoparticles: A sustainable control tool against the malaria vector  Anopheles stephensi?. Research in veterinary science, 102(1):127-35",https://www.ncbi.nlm.nih.gov/pubmed/26412532,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
771,India,IN,Kalveerampalayam,11.033900,76.894200,An. stephensi,Not available,NR,,NR,NR,NR,Not available,Not available,Not available,morphology,"Panneerselvam, C and Murugan, K. (2013).  Adulticidal, repellent, and ovicidal properties of indigenous plant extracts against the malarial vector,  Anopheles stephensi (Diptera: Culicidae). Parasitology Research, 112(2):679-92",https://www.ncbi.nlm.nih.gov/pubmed/23192528,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
772,India,IN,National Centre for Disease Control field station,11.296200,76.941400,An. stephensi,Not available,NR,,NR,NR,NR,Not available,Not available,Not available,morphology,"Panneerselvam, C, Murugan, K, Kovendan, K and Mahesh Kumar, P. (2012).  Mosquito larvicidal, pupicidal, adulticidal, and repellent activity of Artemisia nilagirica (Family: Compositae) against  Anopheles stephensi and  Aedes aegypti. Parasitology Research, 111(6):2241-51",https://www.ncbi.nlm.nih.gov/pubmed/22903417,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
773,India,IN,National Centre for Disease Control field station,11.296200,76.941400,An. stephensi,Not available,NR,,NR,NR,NR,Not available,Not available,Not available,morphology,"Panneerselvam, C, Murugan, K, Kovendan, K, Kumar, PM, Ponarulselvam, S, Amerasan, D, Subramaniam, J and Hwang, JS. (2013).  Larvicidal efficacy of Catharanthus roseus Linn. (Family: Apocynaceae) leaf extract and bacterial insecticide  Bacillus  thuringiensis against  Anopheles stephensi Liston. Asian Pacific journal of tropical medicine, 6(11):847-53",https://www.ncbi.nlm.nih.gov/pubmed/24083578,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
774,India,IN,National Centre for Disease Control field station,11.296200,76.941400,An. stephensi,Not available,NR,,NR,NR,NR,Not available,Not available,Not available,morphology,"Panneerselvam, C, Murugan, K, Kovendan, K, Kumar, PM and Subramaniam, J. (2013).  Mosquito larvicidal and pupicidal activity of Euphorbia hirta Linn. (Family: Euphorbiaceae) and  Bacillus sphaericus against  Anopheles stephensi Liston. (Diptera: Culicidae). Asian Pacific journal of tropical medicine, 6(2):102-9",https://www.ncbi.nlm.nih.gov/pubmed/23339910,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
775,India,IN,National Institute for Communicable Disease,11.296200,76.941400,An. stephensi,Not available,NR,,NR,NR,NR,Not available,Not available,Not available,morphology,"Panneerselvam, C, Murugan, K, Roni, M, Aziz, AT, Suresh, U, Rajaganesh, R, Madhiyazhagan, P, Subramaniam, J, Dinesh, D, Nicoletti, M, Higuchi, A, Alarfaj, AA, Munusamy, MA, Kumar, S, Desneux, N and Benelli, G. (2016).  Fern-synthesized nanoparticles in the fight against malaria: LC/MS analysis of Pteridium aquilinum leaf extract and biosynthesis of silver nanoparticles with high mosquitocidal and antiplasmodial activity. Parasitology Research, 115(3):997-1013",https://www.ncbi.nlm.nih.gov/pubmed/26612497,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
776,India,IN,Jalgaon,21.048300,76.534200,An. stephensi,Not available,NR,,NR,NR,NR,Not available,Not available,Not available,morphology,"Patil, CD, Patil, SV, Borase, HP, Salunke, BK and Salunkhe, RB. (2012).  Larvicidal activity of silver nanoparticles synthesized using Plumeria rubra plant latex against  Aedes aegypti and  Anopheles stephensi. Parasitology Research, 110(5):1815-22",https://www.ncbi.nlm.nih.gov/pubmed/22089086,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
777,India,IN,Jalgaon,21.048300,76.534200,An. stephensi,Not available,NR,,NR,NR,NR,Not available,Not available,Not available,morphology,"Patil, SV, Patil, CD, Salunkhe, RB and Salunke, BK. (2010).  Larvicidal activities of six plants extracts against two mosquito species,  Aedes aegypti and  Anopheles stephensi. Tropical Biomedicine, 27(3):360-5",https://www.ncbi.nlm.nih.gov/pubmed/21399575,"Sinka et al. (2020) A new malaria vector in Africa: Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI: 10.1073/pnas.2003976117ct",native
